Detail 1.1.1 ,,,,,,,,,
"Window Wall System ""½ Spandrel Panel Clear Wall with No Interior Stud Cavity Insulation",,,,,,,,,
8,"NV1 Clip Extrusion ""½ Aluminum 6005A alloy",Varies,1340 (193),-,171 (2739),0.21 (900),20100,1005,
9,#14 Stainless Steel Fasteners,"1/4"" (6) ""½",118 (17),-,503 (8060),0.12 (500),16014,96.084,
10,Vertical Sub-girt,"0.09""½ (2.2)",1340 (193),-,171 (2739),0.21 (900),16014,35.2308,
11,"Generic Cladding with 1/2""½ (13mm) vented air space is incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.6,,,,,,,,,
"Exterior Insulated Concrete Mass Wall Assembly with Hohmann & Barnard Masonry Zinc 2-Seal Anchor Supporting Brick Veneer ""½ Clear Wall",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Concrete Mass Wall,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
6,Exterior Mineral Wool Insulation,"1""½ to 4""½ (25 to 102)",0.24 (0.034),R-4.2 to R-16.8 (0.74 RSI to 2.96 RSI),4 (64),0.20 (850),15.1,0.906,
7,Brick Tie,"1""½ to 4""½ (25 to 102)",784 (113),-,445 (7130),0.09 (390),N/A,N/A,
8,Vented Air Cavity,"1.5""½ (38)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
9,Brick Veneer,"3 5/8""½ (92)",5.4 (0.78),-,120 (1920),0.19 (720),N/A,N/A,
10,Zinc Barrel,-,784 (113),-,-,-,N/A,N/A,
11,Steel Washer,"1.5""½ (38) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
12,Rubber Washer (EPDM),-,1.7 (0.25),-,-,-,N/A,N/A,
13,Galvanized Steel Wire Pintle,"3/16""½ (5) ?",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
14,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.7,,,,,,,,0,
"Exterior Insulated Concrete Mass Wall Assembly with Hohmann & Barnard Masonry Stainless Steel 2-Seal Thermal Wing Nut Anchor Supporting Brick Veneer ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Concrete Mass Wall,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
6,Exterior Mineral Wool Insulation,"1""½ to 4""½ (25 to 102)",0.24 (0.034),R-4.2 to R-16.8 (0.74 RSI to 2.96 RSI),4 (64),0.20 (850),15.1,0.906,
7,Brick Tie,"1""½ to 4""½ (25 to 102)",784 (113),-,445 (7130),0.09 (390),N/A,N/A,
8,Vented Air Cavity,"1.5""½ (38)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
9,Brick Veneer,"3 5/8""½ (92)",5.4 (0.78),-,120 (1920),0.19 (720),N/A,N/A,
10,Stainless Steel Barrel,-,118 (17),-,503 (8060),0.12 (500),N/A,N/A,
11,Steel Washer,"1.5""½ (38) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
12,Rubber Washer (EPDM),-,1.7 (0.25),-,-,-,N/A,N/A,
13,Steel Wing Nut with Plastic Coating,Varies,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
14,Galvanized Steel Wire Pintle,"3/16""½ (5) ?",430 (62),-,489 (7830),0.12 (500),N/A,N/A,
15,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.8,,,,,,,,0,
"Precast Sandwich Panel Wall Assembly with Concrete Panel Joints ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"4 1/8""½ (130)",-,R-0.9 (RSI-0.16),0.075 (1.2),0.24 (1000),N/A,N/A,
5,"Precast Sandwich Panel, Interior Concrete Panel","7 3/4""½ (197)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
6,Precast Sandwich Panel Insulation,"2""½ to 4""½ (51 to 102)",-,R-10 to R-20 (1.8 to 3.5 RSI),1.8 (28),0.29 (1220),N/A,N/A,
7,"Precast Sandwich Panel, Exterior Concrete Panel","3""½ (76)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
8,"Precast Sandwich Panel, Structural Ties @ 24""½ (610) o.c.",16 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,Concrete Panel Joint,"1""½ (25)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.9,,,,,,,,0,
"Precast Sandwich Panel Wall Assembly with Tigerloc Thermally Broken Panel Joints ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"4 1/8""½ (130)",-,R-0.9 (RSI-0.16),0.075 (1.2),0.24 (1000),N/A,N/A,
5,"Precast Sandwich Panel, Interior Concrete Panel","7 3/4""½ (197)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
6,Precast Sandwich Panel Insulation,"2""½ to 4""½",-,R-10 to R-20 (1.8 to 3.5 RSI),1.8 (28),0.29 (1220),N/A,N/A,
7,"Precast Sandwich Panel, Exterior Concrete Panel","3""½ (76)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
8,"Precast Sandwich Panel, Structural Ties @ 24""½ (610) o.c.",16 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Tigerloc, PVC Foam","1""½ (25)",0.42 (0.06),-,-,-,N/A,N/A,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.10,,,,,,,,0,
"Precast Concrete Sandwich Panel Wall Assembly with FRP Connectors ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8""½ (15)",1.1 (0.16),R-0.5 (0.09 RSI),50 (800),0.26 (1090),N/A,N/A,
3,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,"Precast Sandwich Panel, Interior Concrete Panel","3""½ (76)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
6,Precast Sandwich Panel Insulation,"8""½ (203)",-,R-40 (7.04 RSI) to R-56 (9.86 RSI),1.8 (28),0.29 (1220),N/A,N/A,
7,"Precast Sandwich Panel, Exterior Concrete Panel","3""½ (76)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
8,"Precast Sandwich Panel, FRP Connectors",-,6.93 (1),-,-,-,N/A,N/A,
9,Mineral Wool Insulation,-,0.238 (0.034),-,4 (64),0.20 (850),15.1,0.0000151,
10,Backer Rod,-,0.25 (0.036),-,-,-,N/A,N/A,
11,Sealant,-,1.73 (0.25),-,-,-,4172,0.004172,
12,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.11,,,,,,,,0,
"Exterior Insulated Concrete Block Wall with Armadillo FRR Horizontal Z-Girts Supporting Cladding ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Standard Concrete Blocks,"8""½ (203)",10.3 (1.5),-,119 (1900),0.19 (800),389,78.967,
6,Exterior Insulation,Varies,-,R-10.0 to R-25.0 (1.76 RSI to 4.40 RSI),4 (64),0.20 (850),22.7,1.135,
7,Armadillo FRR Girt,-,1.4 (0.2),-,85 (5.3),-,N/A,N/A,
8,"#12 Steel Fasteners (16""½ o.c.)","7/32""½ (5.5) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,"Generic Cladding with 1/2""½ (13mm) vented air space is incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
"Exterior Insulated Concrete Block Wall with Vertical Clips Supporting Cladding ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Films1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"1 5/8""½ (41)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Standard Concrete Blocks,"8""½ (203)",10.3 (1.5),-,119 (1900),0.19 (800),389,78.967,
6,Exterior Mineral Wool Insulation,varies,0.24 (0.034),R-4.2 to R-29.4 (0.74 to 5.18 RSI),4 (64),0.20 (850),15.1,0.755,
7,Vertical Aluminum L-girt,"0.09""½ (2.2)",1339 (193),-,169 (2700),0.22 (900),N/A,N/A,
8,Aluminum Clip,"0.09""½ (2.2)",1110 (160),-,171 (2739),0.21 (900),N/A,N/A,
9,HDPE Isolator,"1/8""½ (3)",3.5 (0.5),-,59 (950),0.48 (2000),N/A,N/A,
10,#14 Stainless Steel Fasteners,"1/4"" (6) ""½",118 (17),-,500 (8000),0.12 (500),16014,96.084,
11,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
12,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.13,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with Brick Ties Supporting Brick Veneer ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"1 5/8""½ Steel Studs with Metal Tracks",20 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
4,Air in Stud Cavity,"1 5/8""½ (41)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Standard Concrete Block,"7 5/8""½ (190)",3.5 (0.5),-,119 (1900),0.19 (800),N/A,N/A,
6,Cement Mortar,-,3.5 (0.5),-,113 (1800),0.12 (500),N/A,N/A,
7,"Masonry Ties @ 16""½ (406) o.c.",14 Gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Exterior Insulation,Varies,-,R-5 to R-35 (0.88 RSI to 6.2 RSI),1.8 (28),0.29 (1220),22.7,1.135,
9,Brick Veneer,"3 5/8""½ (92)",5.4 (0.78),-,120 (1920),0.19 (720),N/A,N/A,
10,Air Gap,"1""½ (25)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
11,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.14,,,,,,,,0,
"Interior Insulated Concrete Mass Wall with 1 5/8""½ Steel Stud (16""½ o.c.) Supporting Interior Finish Wall Assembly ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"1 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"1 5/8""½ (41)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Interior Insulation,Varies,-,R-10 to R-15 (1.76 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
6,Exterior Concrete Mass Wall,"8"" (203)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
7,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.15,,,,,,,,0,
"Precast Sandwich Panel Wall Assembly with Steel Connectors and 3 5/8""½ x 1 5/8""½ Steel Stud (16""½ o.c.) ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"5 5/8""½ (143)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
5,"Precast Sandwich Panel, Interior Concrete","4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
6,"Precast Sandwich Panel, Insulation",Varies,-,R-10 to R-20 (1.76 RSI to 3.52 RSI),1.8 (28),0.29 (1220),N/A,N/A,
7,"Precast Sandwich Panel, Exterior Concrete","4"" (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
8,"Precast Sandwich Panel, Steel Connectors at various spacing",16 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,Sealant,-,2.4 (3.5),-,174 (2800),0.17 (700),4172,0.004172,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.16,,,,,,,,0,
"Exterior Insulated Concrete Mass Wall Assembly with 3/8 inch (9.5 mm Stainless Steel Brackets Supporting 3""½ Stone Panels ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Concrete Mass Wall,8 (203),12.5 (1.80),R-0.6 (0.11 RSI),140 (2250),0.20 (850),N/A,N/A,
3,Rigid Insulation,Varies,0.20 (0.029),R-5.0 to R-25.0 (0.88 to 4.40 RSI),1.8 (28),0.29 (1220),50,2.5,
4,Bracket Mount,3/16 (4.8),347 (50),-,489 (7830),0.12 (500),N/A,N/A,
5,Stainless Steel Bracket,3/8 (9.5),118 (17),-,503 (8060),0.12 (500),N/A,N/A,
6,Vented Air Cavity,1.0 (25),-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
7,Stone Panel,3 (76),43 (6.2),R-0.07 (0.01 RSI),160 (2560),0.21 (880),N/A,N/A,
8,Panel Sealant,-,1.7 (0.25),-,-,-,4172,0.004172,
9,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.1.17,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with SOPREMA SOPRA-XPS 20 and ACS-S Thermal Clip (16""½ o.c. Horizontal) Supporting Metal Cladding - Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,SOPRA-XPS 20 Exterior Insulation,Varies,0.20 (0.029),R-15.0 to R-35.0 (2.64 RSI to 6.16 RSI),2.5 (40),0.29 (1220),N/A,N/A,
5,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
6,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
7,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.18,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with SOPREMA SOPRA-XPS 20 and ACS-S Thermal Clip (24""½ o.c. Horizontal) Supporting Metal Cladding - Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,SOPRA-XPS 20 Exterior Insulation,Varies,0.20 (0.029),R-15.0 to R-35.0 (2.64 RSI to 6.16 RSI),2.5 (40),0.29 (1220),N/A,N/A,
5,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
6,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
7,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.19,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with SOPREMA SOPRA-SPF 202 and ACS-S Thermal Clip (16""½ o.c. Horizontal) Supporting Metal Cladding - Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,SOPRA-SPF 202 Exterior Insulation,Varies,0.16 (0.023),R-6.2 to R-37.2 (1.09 RSI to 6.55 RSI),1.8 (28),0.29 (1220),N/A,N/A,
5,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
6,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
7,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.20,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with SOPREMA SOPRA-SPF 202 and ACS-S Thermal Clip (24""½ o.c. Horizontal) Supporting Metal Cladding - Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,SOPRA-SPF 202 Exterior Insulation,Varies,0.16 (0.023),R-6.2 to R-37.2 (1.09 RSI to 6.55 RSI),1.8 (28),0.29 (1220),N/A,N/A,
5,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
6,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
7,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.21,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with SOPREMA SOPRA-ISO V ALU and ACS-S Thermal Clip (16""½ o.c. Horizontal) Supporting Metal Cladding - Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,SOPRA-ISO V ALU Exterior Insulation,Varies,0.15 (0.022),R-6.5 to R-39.0 (1.14 RSI to 6.87 RSI),1.9 (30),0.36 (1500),N/A,N/A,
5,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
6,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
7,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.22,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with SOPREMA SOPRA-ISO V ALU and ACS-S Thermal Clip (24""½ o.c. Horizontal) Supporting Metal Cladding - Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
